Year,Month,Date,WEST,RIO,OUT
1953,11,11/3/1953,2807,7670,10359
1953,11,11/4/1953,3056,7731,10669
1953,11,11/5/1953,3161,7909,10952
1953,11,11/6/1953,3308,7997,11191
1953,11,11/7/1953,3427,8128,11441
1953,11,11/8/1953,3389,8488,11767
1953,11,11/9/1953,3139,8354,11383
1953,11,11/10/1953,3222,8345,11464
1953,11,11/11/1953,3327,8465,11693
1953,11,11/12/1953,3361,9251,12513
1953,11,11/13/1953,5473,7571,12945
1953,11,11/14/1953,8815,8140,16989
1953,11,11/15/1953,9925,10569,20536
1953,11,11/16/1953,9864,10881,20787
1953,11,11/17/1953,9854,10493,20398
1953,11,11/18/1953,9728,9484,19263
1953,11,11/19/1953,8324,8284,16527
1953,11,11/20/1953,9351,8625,17951
1953,11,11/21/1953,8776,8545,17288
1953,11,11/22/1953,8354,8084,16397
1953,11,11/23/1953,8159,8085,16203
1953,11,11/24/1953,8692,9117,17768
1953,11,11/25/1953,8950,11128,19953
1953,11,11/26/1953,9436,12138,21458
1953,11,11/27/1953,8993,11346,20219
1953,11,11/28/1953,8569,10452,18897
1953,11,11/29/1953,8387,10051,18314
1953,11,11/30/1953,7973,9456,17301
1953,12,12/1/1953,7728,9060,16649
1953,12,12/2/1953,7861,8736,16458
1953,12,12/3/1953,8124,8774,16759
1953,12,12/4/1953,12842,11500,24617
1953,12,12/5/1953,13059,11791,25122
1953,12,12/6/1953,12100,10407,22779
1953,12,12/7/1953,12032,10232,22556
1953,12,12/8/1953,12295,10789,23376
1953,12,12/9/1953,8426,9520,17821
1953,12,12/10/1953,8309,9251,17432
1953,12,12/11/1953,8072,8919,16863
1953,12,12/12/1953,7642,8330,15819
1953,12,12/13/1953,7403,7957,15207
1953,12,12/14/1953,6874,7437,14158
1953,12,12/15/1953,6913,7251,14011
1953,12,12/16/1953,6995,7362,14204
1953,12,12/17/1953,6921,7057,13825
1953,12,12/18/1953,7087,7034,13980
1953,12,12/19/1953,6931,6870,13660
1953,12,12/20/1953,6777,6712,13348
1953,12,12/21/1953,6980,6923,13765
1953,12,12/22/1953,7496,7645,15003
1953,12,12/23/1953,7413,7618,14888
1953,12,12/24/1953,7175,7144,14176
1953,12,12/25/1953,6937,6641,13439
1953,12,12/26/1953,6526,6222,12609
1953,12,12/27/1953,6384,5782,12031
1953,12,12/28/1953,6374,5870,12109
1953,12,12/29/1953,6472,5576,11917
1953,12,12/30/1953,6471,5644,11987
1953,12,12/31/1953,6497,5721,12093
1954,1,1/1/1954,6455,5653,11990
1954,1,1/2/1954,6492,5623,12001
1954,1,1/3/1954,6630,5465,11992
1954,1,1/4/1954,6746,5377,12048
1954,1,1/5/1954,6697,5190,11815
1954,1,1/6/1954,6855,5408,12194
1954,1,1/7/1954,7102,5585,12642
1954,1,1/8/1954,7158,5859,12964
1954,1,1/9/1954,6222,5705,11853
1954,1,1/10/1954,6642,5500,12072
1954,1,1/11/1954,6512,5476,11930
1954,1,1/12/1954,6827,5480,12273
1954,1,1/13/1954,6956,5544,12466
1954,1,1/14/1954,7031,5450,12450
1954,1,1/15/1954,6971,5301,12241
1954,1,1/16/1954,7057,7156,14173
1954,1,1/17/1954,12845,32729,45795
1954,1,1/18/1954,17588,33869,51682
1954,1,1/19/1954,17979,31272,49476
1954,1,1/20/1954,17324,28229,45778
1954,1,1/21/1954,16670,26257,43155
1954,1,1/22/1954,13255,23509,36691
1954,1,1/23/1954,13612,25921,39484
1954,1,1/24/1954,22543,40473,63007
1954,1,1/25/1954,23406,40479,64012
1954,1,1/26/1954,22097,38362,60586
1954,1,1/27/1954,22209,38398,60738
1954,1,1/28/1954,22196,38903,61210
1954,1,1/29/1954,21930,39290,61290
1954,1,1/30/1954,20685,39205,59824
1954,1,1/31/1954,20710,41055,61702
1954,2,2/1/1954,20715,43656,64308
1954,2,2/2/1954,20703,45748,66388
1954,2,2/3/1954,20706,46645,67288
1954,2,2/4/1954,20481,45227,65645
1954,2,2/5/1954,19881,41279,61097
1954,2,2/6/1954,18633,36084,54654
1954,2,2/7/1954,16457,31584,47978
1954,2,2/8/1954,15036,28131,43104
1954,2,2/9/1954,9880,29978,39795
1954,2,2/10/1954,5683,30960,36584
1954,2,2/11/1954,5519,29475,34935
1954,2,2/12/1954,6190,29682,35913
1954,2,2/13/1954,10183,45447,55812
1954,2,2/14/1954,25408,53111,78982
1954,2,2/15/1954,29553,55212,85228
1954,2,2/16/1954,27977,70824,99264
1954,2,2/17/1954,28489,77064,105915
1954,2,2/18/1954,32159,89006,121536
1954,2,2/19/1954,27611,90683,118384
1954,2,2/20/1954,26486,82044,108620
1954,2,2/21/1954,25756,77644,103486
1954,2,2/22/1954,24774,73409,98269
1954,2,2/23/1954,22729,66684,89350
1954,2,2/24/1954,22004,58481,80422
1954,2,2/25/1954,21509,50263,71709
1954,2,2/26/1954,20691,43619,64247
1954,2,2/27/1954,19963,39239,59139
1954,2,2/28/1954,19124,35141,54202
1954,3,3/1/1954,17598,31654,49186
1954,3,3/2/1954,15606,28050,43587
1954,3,3/3/1954,14142,25172,39245
1954,3,3/4/1954,9962,25913,35806
1954,3,3/5/1954,5079,28117,33123
1954,3,3/6/1954,4565,26509,31001
1954,3,3/7/1954,4223,25287,29437
1954,3,3/8/1954,3651,24068,27643
1954,3,3/9/1954,14635,38828,53639
1954,3,3/10/1954,28302,52318,80849
1954,3,3/11/1954,30339,57838,88403
1954,3,3/12/1954,31384,76181,107791
1954,3,3/13/1954,30007,68989,99217
1954,3,3/14/1954,24338,57292,81596
1954,3,3/15/1954,20950,46971,67834
1954,3,3/16/1954,23180,43243,66566
1954,3,3/17/1954,27137,40494,67898
1954,3,3/18/1954,28838,38049,67159
1954,3,3/19/1954,29497,37310,67176
1954,3,3/20/1954,28936,38445,67869
1954,3,3/21/1954,26755,38513,65556
1954,3,3/22/1954,26066,39237,65460
1954,3,3/23/1954,26388,39343,65884
1954,3,3/24/1954,27743,39700,67644
1954,3,3/25/1954,26937,38668,65699
1954,3,3/26/1954,24500,35553,60106
1954,3,3/27/1954,22595,32535,55183
1954,3,3/28/1954,20949,29782,50781
1954,3,3/29/1954,19184,28239,47329
1954,3,3/30/1954,24547,32368,57021
1954,3,3/31/1954,23405,29646,53154
1954,4,4/1/1954,22813,27190,50103
1954,4,4/2/1954,21633,25209,46942
1954,4,4/3/1954,20687,23720,44498
1954,4,4/4/1954,18575,23241,41692
1954,4,4/5/1954,21266,33823,54972
1954,4,4/6/1954,27329,46397,73618
1954,4,4/7/1954,30003,52758,82653
1954,4,4/8/1954,29146,60530,89564
1954,4,4/9/1954,28203,61291,89494
1954,4,4/10/1954,26588,53989,80569
1954,4,4/11/1954,25346,48165,73495
1954,4,4/12/1954,23799,44398,68181
1954,4,4/13/1954,22395,41192,63568
1954,4,4/14/1954,20288,38184,58340
1954,4,4/15/1954,19443,36280,55591
1954,4,4/16/1954,19273,35307,54448
1954,4,4/17/1954,19092,34704,53664
1954,4,4/18/1954,19509,34690,54067
1954,4,4/19/1954,19609,34291,53768
1954,4,4/20/1954,18879,33466,52213
1954,4,4/21/1954,18500,33317,51685
1954,4,4/22/1954,18169,32222,50259
1954,4,4/23/1954,17973,31535,49376
1954,4,4/24/1954,17920,30203,47988
1954,4,4/25/1954,17433,28774,46072
1954,4,4/26/1954,16606,27628,44099
1954,4,4/27/1954,17918,27753,45657
1954,4,4/28/1954,24662,33712,58785
1954,4,4/29/1954,25568,36247,62226
1954,4,4/30/1954,26077,36021,62509
1954,5,5/1/1954,24699,32720,57830
1954,5,5/2/1954,21745,28349,50385
1954,5,5/3/1954,15944,24271,40073
1954,5,5/4/1954,14458,22457,36770
1954,5,5/5/1954,14212,21430,35497
1954,5,5/6/1954,15480,20798,36133
1954,5,5/7/1954,16645,20707,37204
1954,5,5/8/1954,17231,21064,38147
1954,5,5/9/1954,18574,21642,40176
1954,5,5/10/1954,20152,20125,40237
1954,5,5/11/1954,20756,18467,39180
1954,5,5/12/1954,20522,17579,38054
1954,5,5/13/1954,19009,16821,35783
1954,5,5/14/1954,17730,15494,33061
1954,5,5/15/1954,16783,14538,31158
1954,5,5/16/1954,16236,14114,30184
1954,5,5/17/1954,15925,13835,29591
1954,5,5/18/1954,16190,14018,30039
1954,5,5/19/1954,13459,16726,30011
1954,5,5/20/1954,12572,18465,30860
1954,5,5/21/1954,13427,17611,30861
1954,5,5/22/1954,12991,15754,28565
1954,5,5/23/1954,12448,14380,26645
1954,5,5/24/1954,9807,12055,21675
1954,5,5/25/1954,5737,10894,16441
1954,5,5/26/1954,3748,10928,14486
1954,5,5/27/1954,2608,10729,13143
1954,5,5/28/1954,2746,10176,12724
1954,5,5/29/1954,2049,9932,11780
1954,5,5/30/1954,1249,9636,10681
1954,5,5/31/1954,1016,9028,9836
1954,6,6/1/1954,504,8521,8814
1954,6,6/2/1954,217,8500,8503
1954,6,6/3/1954,-271,8539,8049
1954,6,6/4/1954,-439,8464,7803
1954,6,6/5/1954,-698,8882,7959
1954,6,6/6/1954,-337,9351,8810
1954,6,6/7/1954,-360,9202,8635
1954,6,6/8/1954,-575,9388,8601
1954,6,6/9/1954,-257,9600,9148
1954,6,6/10/1954,-194,10437,10045
1954,6,6/11/1954,-443,10937,10268
1954,6,6/12/1954,-237,11154,10704
1954,6,6/13/1954,722,11903,12508
1954,6,6/14/1954,627,11790,12277
1954,6,6/15/1954,543,10849,11248
1954,6,6/16/1954,233,10337,10423
1954,6,6/17/1954,-172,9629,9291
1954,6,6/18/1954,-1287,8625,7068
1954,6,6/19/1954,-1469,7799,6057
1954,6,6/20/1954,-1591,6885,5017
1954,6,6/21/1954,-2132,6119,3707
1954,6,6/22/1954,-2528,5778,2966
1954,6,6/23/1954,-2777,5446,2385
1954,6,6/24/1954,-3062,5608,2258
1954,6,6/25/1954,-3148,5633,2194
1954,6,6/26/1954,-3070,5816,2455
1954,6,6/27/1954,-3043,5815,2478
1954,6,6/28/1954,-2992,5660,2374
1954,6,6/29/1954,-3128,5443,2017
1954,6,6/30/1954,-3107,5286,1881
1954,7,7/1/1954,-3050,5115,1767
1954,7,7/2/1954,-3008,5043,1737
1954,7,7/3/1954,-2866,5141,1974
1954,7,7/4/1954,-2780,5314,2233
1954,7,7/5/1954,-2738,5207,2165
1954,7,7/6/1954,-2819,4958,1835
1954,7,7/7/1954,-2925,4795,1566
1954,7,7/8/1954,-3179,5008,1525
1954,7,7/9/1954,-3204,5014,1506
1954,7,7/10/1954,-3153,4999,1542
1954,7,7/11/1954,-3044,5083,1735
1954,7,7/12/1954,-3242,5234,1688
1954,7,7/13/1954,-3347,5278,1627
1954,7,7/14/1954,-3481,5245,1460
1954,7,7/15/1954,-3632,5107,1171
1954,7,7/16/1954,-3640,5037,1093
1954,7,7/17/1954,-3661,4995,1030
1954,7,7/18/1954,-3645,4931,982
1954,7,7/19/1954,-3655,4962,1003
1954,7,7/20/1954,-3654,4854,899
1954,7,7/21/1954,-3645,4809,863
1954,7,7/22/1954,-3701,4772,770
1954,7,7/23/1954,-3729,4664,634
1954,7,7/24/1954,-3693,4624,630
1954,7,7/25/1954,-3710,4623,615
1954,7,7/26/1954,-3661,4848,889
1954,7,7/27/1954,-3660,4963,1005
1954,7,7/28/1954,-3568,4901,1039
1954,7,7/29/1954,-3591,4989,1104
1954,7,7/30/1954,-3594,5129,1241
1954,7,7/31/1954,-3546,5232,1395
1954,8,8/1/1954,-3528,5190,1371
1954,8,8/2/1954,-3471,5163,1401
1954,8,8/3/1954,-3444,5156,1424
1954,8,8/4/1954,-3462,5247,1497
1954,8,8/5/1954,-3348,5387,1755
1954,8,8/6/1954,-3343,5524,1897
1954,8,8/7/1954,-3304,5799,2215
1954,8,8/8/1954,-3167,6146,2699
1954,8,8/9/1954,-2979,6408,3152
1954,8,8/10/1954,-2600,6556,3679
1954,8,8/11/1954,-2581,6652,3798
1954,8,8/12/1954,-2496,6531,3762
1954,8,8/13/1954,-2511,6272,3491
1954,8,8/14/1954,-2371,6306,3668
1954,8,8/15/1954,-2220,6425,3938
1954,8,8/16/1954,-2122,6473,4088
1954,8,8/17/1954,-2223,6439,3953
1954,8,8/18/1954,-2349,6640,4032
1954,8,8/19/1954,-2347,6686,4083
1954,8,8/20/1954,-2346,6614,4012
1954,8,8/21/1954,-2326,6641,4062
1954,8,8/22/1954,-2180,6728,4299
1954,8,8/23/1954,-2138,6802,4415
1954,8,8/24/1954,-2101,6718,4371
1954,8,8/25/1954,-2129,6589,4217
1954,8,8/26/1954,-2122,6610,4249
1954,8,8/27/1954,-1983,6953,4731
1954,8,8/28/1954,-1625,7398,5538
1954,8,8/29/1954,-1424,7811,6155
1954,8,8/30/1954,-1196,8523,7099
1954,8,8/31/1954,-1260,8893,7408
1954,9,9/1/1954,-1324,8914,7368
1954,9,9/2/1954,-1397,8552,6933
1954,9,9/3/1954,-1471,8129,6439
1954,9,9/4/1954,-1465,7745,6066
1954,9,9/5/1954,-1356,7470,5903
1954,9,9/6/1954,-1267,7257,5782
1954,9,9/7/1954,-1261,7100,5635
1954,9,9/8/1954,-1098,7011,5712
1954,9,9/9/1954,-1078,6841,5562
1954,9,9/10/1954,-681,6811,5932
1954,9,9/11/1954,-676,6744,5875
1954,9,9/12/1954,-429,6854,6235
1954,9,9/13/1954,-240,7027,6600
1954,9,9/14/1954,-155,7278,6940
1954,9,9/15/1954,-163,7650,7307
1954,9,9/16/1954,-95,8295,8020
1954,9,9/17/1954,10,8575,8408
1954,9,9/18/1954,180,8763,8769
1954,9,9/19/1954,-158,9219,8892
1954,9,9/20/1954,-230,8866,8467
1954,9,9/21/1954,28,9151,9013
1954,9,9/22/1954,-8,9420,9249
1954,9,9/23/1954,170,9587,9594
1954,9,9/24/1954,407,9639,9887
1954,9,9/25/1954,684,9666,10194
1954,9,9/26/1954,506,9644,9994
1954,9,9/27/1954,991,8967,9805
1954,9,9/28/1954,722,8871,9440
1954,9,9/29/1954,591,8805,9248
1954,9,9/30/1954,524,8633,9009
1954,10,10/1/1954,551,8125,8528
1954,10,10/2/1954,645,8073,8573
1954,10,10/3/1954,727,8151,8736
1954,10,10/4/1954,738,7944,8540
1954,10,10/5/1954,739,8204,8805
1954,10,10/6/1954,714,8186,8762
1954,10,10/7/1954,915,8072,8852
1954,10,10/8/1954,1041,8174,9080
1954,10,10/9/1954,993,8418,9276
1954,10,10/10/1954,1055,8485,9408
1954,10,10/11/1954,1030,8244,9142
1954,10,10/12/1954,974,8238,9080
1954,10,10/13/1954,1167,8227,9262
1954,10,10/14/1954,1341,8136,9348
1954,10,10/15/1954,1330,7885,9086
1954,10,10/16/1954,1364,7701,8936
1954,10,10/17/1954,1696,7580,9147
1954,10,10/18/1954,1690,7597,9163
1954,10,10/19/1954,1687,7595,9158
1954,10,10/20/1954,1669,7435,8980
1954,10,10/21/1954,1826,7491,9193
1954,10,10/22/1954,1921,7498,9295
1954,10,10/23/1954,1952,7262,9093
1954,10,10/24/1954,1946,6980,8805
1954,10,10/25/1954,1786,6828,8493
1954,10,10/26/1954,1741,6741,8361
1954,10,10/27/1954,1945,6750,8574
1954,10,10/28/1954,2017,6699,8595
1954,10,10/29/1954,2024,6621,8527
1954,10,10/30/1954,2073,6723,8678
1954,10,10/31/1954,2061,6679,8622
1954,11,11/1/1954,1964,6696,8542
1954,11,11/2/1954,1997,6752,8631
1954,11,11/3/1954,2124,6808,8814
1954,11,11/4/1954,2202,6878,8962
1954,11,11/5/1954,2258,6886,9026
1954,11,11/6/1954,2307,6951,9140
1954,11,11/7/1954,2368,6917,9167
1954,11,11/8/1954,2320,6797,9003
1954,11,11/9/1954,5530,8406,14163
1954,11,11/10/1954,5796,9414,15437
1954,11,11/11/1954,6386,12405,19026
1954,11,11/12/1954,8034,13704,22134
1954,11,11/13/1954,8028,13865,22289
1954,11,11/14/1954,5110,13931,19096
1954,11,11/15/1954,7767,14039,21977
1954,11,11/16/1954,14807,16665,31900
1954,11,11/17/1954,15747,21413,37427
1954,11,11/18/1954,15751,21128,37146
1954,11,11/19/1954,13962,18100,32329
1954,11,11/20/1954,11819,14465,26427
1954,11,11/21/1954,8473,11205,19557
1954,11,11/22/1954,7617,9646,17142
1954,11,11/23/1954,7477,8642,15998
1954,11,11/24/1954,7067,7959,14905
1954,11,11/25/1954,7238,7434,14548
1954,11,11/26/1954,7100,7130,14106
1954,11,11/27/1954,6751,6747,13369
1954,11,11/28/1954,6514,6381,12763
1954,11,11/29/1954,6397,6178,12443
1954,11,11/30/1954,6168,5883,11916
1954,12,12/1/1954,6192,5748,11802
1954,12,12/2/1954,8126,7685,15853
1954,12,12/3/1954,12067,14578,26783
1954,12,12/4/1954,17695,22822,40680
1954,12,12/5/1954,15991,21461,37612
1954,12,12/6/1954,15889,22140,38317
1954,12,12/7/1954,15811,24420,40363
1954,12,12/8/1954,15488,25250,40773
1954,12,12/9/1954,19645,25765,45707
1954,12,12/10/1954,30612,32553,63956
1954,12,12/11/1954,25509,30620,56791
1954,12,12/12/1954,23167,28477,52278
1954,12,12/13/1954,20954,24888,46476
1954,12,12/14/1954,16459,20276,37080
1954,12,12/15/1954,10363,14663,24873
1954,12,12/16/1954,10189,13994,24030
1954,12,12/17/1954,9966,12677,22490
1954,12,12/18/1954,9685,11814,21351
1954,12,12/19/1954,8943,10795,19590
1954,12,12/20/1954,8459,10112,18423
1954,12,12/21/1954,8252,9595,17702
1954,12,12/22/1954,8072,9084,17011
1954,12,12/23/1954,7977,8909,16744
1954,12,12/24/1954,7862,8764,16484
1954,12,12/25/1954,7783,8543,16188
1954,12,12/26/1954,7676,8324,15862
1954,12,12/27/1954,7380,8268,15513
1954,12,12/28/1954,7126,7952,14943
1954,12,12/29/1954,7152,7829,14849
1954,12,12/30/1954,7525,7937,15333
1954,12,12/31/1954,8564,8498,16969
1955,1,1/1/1955,19744,15738,35717
1955,1,1/2/1955,22575,22202,45023
1955,1,1/3/1955,19982,20423,40655
1955,1,1/4/1955,17056,17243,34553
1955,1,1/5/1955,15311,14843,30391
1955,1,1/6/1955,11383,11873,23176
1955,1,1/7/1955,10638,10577,21130
1955,1,1/8/1955,9849,9710,19474
1955,1,1/9/1955,9341,9228,18488
1955,1,1/10/1955,10797,9519,20230
1955,1,1/11/1955,12835,11823,24749
1955,1,1/12/1955,13008,12428,25530
1955,1,1/13/1955,12370,11707,24171
1955,1,1/14/1955,11665,11083,22846
1955,1,1/15/1955,11410,10707,22210
1955,1,1/16/1955,17852,13008,31109
1955,1,1/17/1955,18306,15106,33661
1955,1,1/18/1955,24398,17872,42824
1955,1,1/19/1955,31358,23739,55856
1955,1,1/20/1955,31532,26183,58570
1955,1,1/21/1955,24893,23496,48918
1955,1,1/22/1955,22777,21598,44904
1955,1,1/23/1955,18205,17529,35965
1955,1,1/24/1955,14694,14778,29499
1955,1,1/25/1955,12822,13269,26022
1955,1,1/26/1955,11739,12359,24029
1955,1,1/27/1955,11089,11553,22576
1955,1,1/28/1955,10571,10483,20988
1955,1,1/29/1955,10113,9923,19970
1955,1,1/30/1955,9735,9332,19001
1955,1,1/31/1955,10569,9494,20089
1955,2,2/1/1955,11182,9967,21187
1955,2,2/2/1955,11295,10919,22252
1955,2,2/3/1955,11359,11064,22461
1955,2,2/4/1955,10887,10305,21230
1955,2,2/5/1955,9572,9187,18709
1955,2,2/6/1955,9152,8550,17639
1955,2,2/7/1955,8563,7431,15931
1955,2,2/8/1955,8508,7395,15840
1955,2,2/9/1955,8885,7242,16064
1955,2,2/10/1955,8132,7029,15102
1955,2,2/11/1955,7981,6843,14765
1955,2,2/12/1955,7953,6864,14758
1955,2,2/13/1955,7887,6760,14588
1955,2,2/14/1955,7958,6593,14492
1955,2,2/15/1955,8162,6845,14948
1955,2,2/16/1955,8810,7398,16169
1955,2,2/17/1955,11239,8718,20123
1955,2,2/18/1955,12424,10511,23101
1955,2,2/19/1955,12232,10385,22783
1955,2,2/20/1955,11936,9872,21974
1955,2,2/21/1955,11154,9338,20634
1955,2,2/22/1955,9014,8186,17137
1955,2,2/23/1955,9005,7986,16928
1955,2,2/24/1955,8783,7660,16380
1955,2,2/25/1955,8363,7283,15583
1955,2,2/26/1955,7931,6667,14535
1955,2,2/27/1955,11130,9376,20620
1955,2,2/28/1955,12393,12746,25253
1955,3,3/1/1955,11183,11013,22307
1955,3,3/2/1955,10288,10036,20432
1955,3,3/3/1955,9796,9428,19332
1955,3,3/4/1955,7602,8126,15659
1955,3,3/5/1955,7051,7568,14547
1955,3,3/6/1955,6860,7132,13920
1955,3,3/7/1955,6493,6606,13027
1955,3,3/8/1955,4590,8136,12650
1955,3,3/9/1955,3542,9806,13324
1955,3,3/10/1955,5429,11423,17005
1955,3,3/11/1955,5952,13450,19551
1955,3,3/12/1955,5998,14387,20534
1955,3,3/13/1955,6054,14671,20870
1955,3,3/14/1955,5038,14048,19176
1955,3,3/15/1955,3145,12870,15928
1955,3,3/16/1955,2885,12468,15263
1955,3,3/17/1955,2418,11429,13754
1955,3,3/18/1955,2130,10832,12869
1955,3,3/19/1955,1729,10474,12106
1955,3,3/20/1955,1447,10223,11573
1955,3,3/21/1955,1321,9073,10294
1955,3,3/22/1955,828,8013,8737
1955,3,3/23/1955,582,7653,8131
1955,3,3/24/1955,384,7184,7460
1955,3,3/25/1955,192,7012,7096
1955,3,3/26/1955,121,7017,7027
1955,3,3/27/1955,162,7452,7503
1955,3,3/28/1955,225,7740,7851
1955,3,3/29/1955,310,8491,8687
1955,3,3/30/1955,653,11036,11575
1955,3,3/31/1955,627,12416,12926
1955,4,4/1/1955,27,11330,11236
1955,4,4/2/1955,-100,10109,9888
1955,4,4/3/1955,-239,9685,9325
1955,4,4/4/1955,-348,9077,8604
1955,4,4/5/1955,-484,8294,7685
1955,4,4/6/1955,-387,7367,6855
1955,4,4/7/1955,-589,6562,5848
1955,4,4/8/1955,-1035,5869,4706
1955,4,4/9/1955,-1031,5460,4301
1955,4,4/10/1955,-801,5981,5052
1955,4,4/11/1955,-479,6576,5969
1955,4,4/12/1955,-556,6661,5977
1955,4,4/13/1955,-623,6376,5621
1955,4,4/14/1955,-982,5907,4793
1955,4,4/15/1955,-1006,5476,4338
1955,4,4/16/1955,-1115,4763,3516
1955,4,4/17/1955,-958,4578,3488
1955,4,4/18/1955,2685,6227,9077
1955,4,4/19/1955,3703,8134,12063
1955,4,4/20/1955,3917,9384,13527
1955,4,4/21/1955,7542,12644,20700
1955,4,4/22/1955,11103,17708,29490
1955,4,4/23/1955,8994,22975,32351
1955,4,4/24/1955,8035,23510,31863
1955,4,4/25/1955,7536,21686,29540
1955,4,4/26/1955,5493,19745,25348
1955,4,4/27/1955,3688,18827,22460
1955,4,4/28/1955,3550,19342,22834
1955,4,4/29/1955,3396,18729,22067
1955,4,4/30/1955,3798,17952,21756
1955,5,5/1/1955,2943,16946,19815
1955,5,5/2/1955,3157,16816,19899
1955,5,5/3/1955,3050,15313,18285
1955,5,5/4/1955,3047,15689,18655
1955,5,5/5/1955,2383,15991,18229
1955,5,5/6/1955,2287,15908,18050
1955,5,5/7/1955,4721,18280,23097
1955,5,5/8/1955,6538,20173,26971
1955,5,5/9/1955,7252,23522,31031
1955,5,5/10/1955,7636,24694,32587
1955,5,5/11/1955,7087,22804,30145
1955,5,5/12/1955,4014,19768,23787
1955,5,5/13/1955,2190,18711,20742
1955,5,5/14/1955,1781,18323,19942
1955,5,5/15/1955,1403,17654,18895
1955,5,5/16/1955,1010,15778,16622
1955,5,5/17/1955,183,14074,14087
1955,5,5/18/1955,-146,13903,13587
1955,5,5/19/1955,-187,13778,13418
1955,5,5/20/1955,-43,14737,14517
1955,5,5/21/1955,-72,15294,15045
1955,5,5/22/1955,-380,16405,15845
1955,5,5/23/1955,96,16293,16206
1955,5,5/24/1955,58,17667,17538
1955,5,5/25/1955,796,17587,18193
1955,5,5/26/1955,1411,16509,17730
1955,5,5/27/1955,489,14710,15005
1955,5,5/28/1955,599,14555,14956
1955,5,5/29/1955,660,15178,15637
1955,5,5/30/1955,1287,15569,16652
1955,5,5/31/1955,2146,16733,18672
1955,6,6/1/1955,2143,15217,17148
1955,6,6/2/1955,924,10931,11640
1955,6,6/3/1955,-110,9945,9617
1955,6,6/4/1955,-465,10180,9493
1955,6,6/5/1955,-294,12425,11906
1955,6,6/6/1955,504,15703,15979
1955,6,6/7/1955,701,14022,14491
1955,6,6/8/1955,903,12219,12887
1955,6,6/9/1955,926,12066,12753
1955,6,6/10/1955,925,11680,12363
1955,6,6/11/1955,506,11099,11359
1955,6,6/12/1955,-108,9196,8839
1955,6,6/13/1955,-890,8297,7155
1955,6,6/14/1955,-1410,8021,6355
1955,6,6/15/1955,-1824,7867,5784
1955,6,6/16/1955,-1995,7491,5233
1955,6,6/17/1955,-2244,7176,4665
1955,6,6/18/1955,-2322,7543,4951
1955,6,6/19/1955,-2478,6726,3975
1955,6,6/20/1955,-2626,6017,3114
1955,6,6/21/1955,-2657,6752,3814
1955,6,6/22/1955,-2893,6234,3057
1955,6,6/23/1955,-3079,5321,1958
1955,6,6/24/1955,-3137,4912,1488
1955,6,6/25/1955,-3117,4890,1482
1955,6,6/26/1955,-3168,4774,1315
1955,6,6/27/1955,-3212,4743,1237
1955,6,6/28/1955,-3248,5301,1759
1955,6,6/29/1955,-3313,5565,1954
1955,6,6/30/1955,-3103,5605,2204
1955,7,7/1/1955,-3109,5520,2113
1955,7,7/2/1955,-3117,5663,2248
1955,7,7/3/1955,-3055,5839,2483
1955,7,7/4/1955,-2902,6002,2799
1955,7,7/5/1955,-2933,5798,2561
1955,7,7/6/1955,-3062,5498,2132
1955,7,7/7/1955,-3128,5496,2064
1955,7,7/8/1955,-3219,5491,1968
1955,7,7/9/1955,-3263,5288,1721
1955,7,7/10/1955,-3170,5155,1681
1955,7,7/11/1955,-3130,5366,1932
1955,7,7/12/1955,-3172,5765,2289
1955,7,7/13/1955,-3489,5957,2164
1955,7,7/14/1955,-3466,6045,2275
1955,7,7/15/1955,-3400,6021,2317
1955,7,7/16/1955,-3404,5911,2203
1955,7,7/17/1955,-3381,5822,2137
1955,7,7/18/1955,-3336,5867,2227
1955,7,7/19/1955,-3367,6008,2337
1955,7,7/20/1955,-3347,6366,2718
1955,7,7/21/1955,-3362,6163,2500
1955,7,7/22/1955,-3625,4930,1004
1955,7,7/23/1955,-3386,6446,2759
1955,7,7/24/1955,-3355,6471,2815
1955,7,7/25/1955,-3485,6353,2570
1955,7,7/26/1955,-3462,6353,2593
1955,7,7/27/1955,-3529,6223,2396
1955,7,7/28/1955,-3537,6117,2286
1955,7,7/29/1955,-3560,6195,2341
1955,7,7/30/1955,-3561,6276,2421
1955,7,7/31/1955,-3521,6430,2618
1955,8,8/1/1955,-3498,6545,2756
1955,8,8/2/1955,-3464,6538,2783
1955,8,8/3/1955,-3574,5728,1867
1955,8,8/4/1955,-3566,5804,1951
1955,8,8/5/1955,-3477,5886,2125
1955,8,8/6/1955,-3398,6627,2945
1955,8,8/7/1955,-3360,6630,2989
1955,8,8/8/1955,-3328,6670,3061
1955,8,8/9/1955,-3153,7019,3589
1955,8,8/10/1955,-3251,6879,3351
1955,8,8/11/1955,-3308,6626,3045
1955,8,8/12/1955,-3305,6517,2939
1955,8,8/13/1955,-3299,6537,2968
1955,8,8/14/1955,-3207,6588,3114
1955,8,8/15/1955,-3083,6573,3223
1955,8,8/16/1955,-2933,6479,3283
1955,8,8/17/1955,-2899,6472,3310
1955,8,8/18/1955,-2898,6423,3266
1955,8,8/19/1955,-2866,6263,3141
1955,8,8/20/1955,-2841,6159,3062
1955,8,8/21/1955,-2764,6166,3150
1955,8,8/22/1955,-2653,6067,3165
1955,8,8/23/1955,-2685,6028,3094
1955,8,8/24/1955,-2568,6015,3201
