Year,Month,Date,WEST,RIO,OUT
1929,10,10/1/1929,1770,3101,4749
1929,10,10/2/1929,1897,3112,4890
1929,10,10/3/1929,1973,3123,4980
1929,10,10/4/1929,1940,3236,5060
1929,10,10/5/1929,2035,3361,5282
1929,10,10/6/1929,2053,3473,5412
1929,10,10/7/1929,2302,3580,5796
1929,10,10/8/1929,2251,3580,5745
1929,10,10/9/1929,2235,3806,5955
1929,10,10/10/1929,2282,3931,6129
1929,10,10/11/1929,2165,3818,5899
1929,10,10/12/1929,1891,3722,5505
1929,10,10/13/1929,1891,3722,5505
1929,10,10/14/1929,1951,3620,5466
1929,10,10/15/1929,2051,3620,5566
1929,10,10/16/1929,2101,3620,5616
1929,10,10/17/1929,2151,3620,5666
1929,10,10/18/1929,2177,3631,5706
1929,10,10/19/1929,2110,3518,5526
1929,10,10/20/1929,2060,3518,5476
1929,10,10/21/1929,2060,3518,5476
1929,10,10/22/1929,1960,3518,5376
1929,10,10/23/1929,1987,3530,5417
1929,10,10/24/1929,1987,3530,5417
1929,10,10/25/1929,1987,3530,5417
1929,10,10/26/1929,1988,3530,5418
1929,10,10/27/1929,2038,3530,5468
1929,10,10/28/1929,1954,3643,5497
1929,10,10/29/1929,1893,3429,5225
1929,10,10/30/1929,1893,3429,5225
1929,10,10/31/1929,1912,3541,5356
1929,11,11/1/1929,1861,3534,5298
1929,11,11/2/1929,1997,3647,5547
1929,11,11/3/1929,2675,3647,6225
1929,11,11/4/1929,2924,3647,6474
1929,11,11/5/1929,2987,3534,6424
1929,11,11/6/1929,3007,3534,6444
1929,11,11/7/1929,2887,3534,6324
1929,11,11/8/1929,2663,3545,6115
1929,11,11/9/1929,2622,3658,6187
1929,11,11/10/1929,2597,3658,6162
1929,11,11/11/1929,2511,3658,6076
1929,11,11/12/1929,2270,3545,5722
1929,11,11/13/1929,2121,3545,5573
1929,11,11/14/1929,2076,3658,5641
1929,11,11/15/1929,1988,3760,5651
1929,11,11/16/1929,1995,3873,5771
1929,11,11/17/1929,2001,3985,5889
1929,11,11/18/1929,1989,3873,5765
1929,11,11/19/1929,1973,3760,5636
1929,11,11/20/1929,1964,3862,5726
1929,11,11/21/1929,2022,3974,5896
1929,11,11/22/1929,2003,3862,5765
1929,11,11/23/1929,1982,3749,5631
1929,11,11/24/1929,1944,3523,5367
1929,11,11/25/1929,1914,3511,5323
1929,11,11/26/1929,1895,3399,5192
1929,11,11/27/1929,2152,3500,5547
1929,11,11/28/1929,1949,3489,5330
1929,11,11/29/1929,1907,3489,5288
1929,11,11/30/1929,1802,3365,5056
1929,12,12/1/1929,1788,3480,5154
1929,12,12/2/1929,1783,3473,5142
1929,12,12/3/1929,1783,3485,5154
1929,12,12/4/1929,1755,3465,5104
1929,12,12/5/1929,1752,3575,5208
1929,12,12/6/1929,1755,3571,5207
1929,12,12/7/1929,1695,3673,5246
1929,12,12/8/1929,1758,3778,5414
1929,12,12/9/1929,2069,3938,5917
1929,12,12/10/1929,3378,11879,15164
1929,12,12/11/1929,7290,25162,32544
1929,12,12/12/1929,8128,29382,37638
1929,12,12/13/1929,11694,47580,59522
1929,12,12/14/1929,11806,52839,64861
1929,12,12/15/1929,11942,53779,65937
1929,12,12/16/1929,14028,64740,79132
1929,12,12/17/1929,13539,75194,89062
1929,12,12/18/1929,12154,87803,100168
1929,12,12/19/1929,11955,87823,99997
1929,12,12/20/1929,11707,76581,88507
1929,12,12/21/1929,8230,62269,70388
1929,12,12/22/1929,7755,52369,60013
1929,12,12/23/1929,7033,44542,51466
1929,12,12/24/1929,6081,35932,41897
1929,12,12/25/1929,5185,27035,32106
1929,12,12/26/1929,4615,21139,25640
1929,12,12/27/1929,4039,17560,21488
1929,12,12/28/1929,3610,15429,18928
1929,12,12/29/1929,3424,14058,17374
1929,12,12/30/1929,3380,13675,16950
1929,12,12/31/1929,3363,13399,16660
1930,1,1/1/1930,3318,13098,16313
1930,1,1/2/1930,3263,12575,15738
1930,1,1/3/1930,3197,11970,15070
1930,1,1/4/1930,3212,11878,14996
1930,1,1/5/1930,6842,15870,22914
1930,1,1/6/1930,7425,19829,27467
1930,1,1/7/1930,9265,23049,32679
1930,1,1/8/1930,9619,25111,35095
1930,1,1/9/1930,10841,24286,35603
1930,1,1/10/1930,8326,21877,30413
1930,1,1/11/1930,8118,20391,28711
1930,1,1/12/1930,7423,19011,26571
1930,1,1/13/1930,9093,19721,29160
1930,1,1/14/1930,9147,20294,29798
1930,1,1/15/1930,9263,21263,30859
1930,1,1/16/1930,16727,28475,46012
1930,1,1/17/1930,16622,37869,55221
1930,1,1/18/1930,17013,45102,62714
1930,1,1/19/1930,15883,47878,64284
1930,1,1/20/1930,15041,46430,61994
1930,1,1/21/1930,10387,43445,53885
1930,1,1/22/1930,9822,41238,51113
1930,1,1/23/1930,8613,37955,46548
1930,1,1/24/1930,7826,33276,41042
1930,1,1/25/1930,7423,29272,36635
1930,1,1/26/1930,7484,26453,33917
1930,1,1/27/1930,7282,24233,31510
1930,1,1/28/1930,6740,22716,29451
1930,1,1/29/1930,6693,21173,27861
1930,1,1/30/1930,6429,20401,26825
1930,1,1/31/1930,6033,19640,25650
1930,2,2/1/1930,5918,19283,25167
1930,2,2/2/1930,5852,19313,25131
1930,2,2/3/1930,5757,19526,25249
1930,2,2/4/1930,5782,20423,26171
1930,2,2/5/1930,5618,20486,26050
1930,2,2/6/1930,5634,20568,26148
1930,2,2/7/1930,5613,20738,26297
1930,2,2/8/1930,5622,21549,27117
1930,2,2/9/1930,5747,22351,28044
1930,2,2/10/1930,5789,22455,28193
1930,2,2/11/1930,5682,22138,27769
1930,2,2/12/1930,5703,21926,27578
1930,2,2/13/1930,5699,21896,27544
1930,2,2/14/1930,5566,21476,26991
1930,2,2/15/1930,5486,21064,26499
1930,2,2/16/1930,5435,20714,26098
1930,2,2/17/1930,5376,20343,25668
1930,2,2/18/1930,5324,20352,25625
1930,2,2/19/1930,5277,20098,25324
1930,2,2/20/1930,6811,21137,28042
1930,2,2/21/1930,7429,23010,30562
1930,2,2/22/1930,10185,27069,37610
1930,2,2/23/1930,14310,36123,50921
1930,2,2/24/1930,14491,43221,58200
1930,2,2/25/1930,14847,45954,61277
1930,2,2/26/1930,16375,49503,66398
1930,2,2/27/1930,15394,50009,65806
1930,2,2/28/1930,13600,48436,62307
1930,3,3/1/1930,12777,46051,59096
1930,3,3/2/1930,10913,42188,53233
1930,3,3/3/1930,9676,38038,47774
1930,3,3/4/1930,12770,41625,54399
1930,3,3/5/1930,23545,59151,82977
1930,3,3/6/1930,27282,67335,95059
1930,3,3/7/1930,22960,65022,88424
1930,3,3/8/1930,19330,69763,89528
1930,3,3/9/1930,17227,73475,91077
1930,3,3/10/1930,13433,70019,83546
1930,3,3/11/1930,11369,65525,76825
1930,3,3/12/1930,10963,62161,73055
1930,3,3/13/1930,10434,58430,68792
1930,3,3/14/1930,10273,54532,64734
1930,3,3/15/1930,11552,50854,62447
1930,3,3/16/1930,11495,47394,58943
1930,3,3/17/1930,11032,43902,54985
1930,3,3/18/1930,10536,41247,51834
1930,3,3/19/1930,9960,38502,48506
1930,3,3/20/1930,8526,35072,43530
1930,3,3/21/1930,7673,32482,40068
1930,3,3/22/1930,7297,30124,37330
1930,3,3/23/1930,7106,28495,35510
1930,3,3/24/1930,7186,28051,35143
1930,3,3/25/1930,7573,28513,35992
1930,3,3/26/1930,7328,29224,36455
1930,3,3/27/1930,8080,30321,38304
1930,3,3/28/1930,8608,30760,39268
1930,3,3/29/1930,8894,31425,40219
1930,3,3/30/1930,9102,32396,41398
1930,3,3/31/1930,9260,31930,41087
1930,4,4/1/1930,8992,30528,39414
1930,4,4/2/1930,8578,29554,38026
1930,4,4/3/1930,7913,28310,36117
1930,4,4/4/1930,7217,27237,34345
1930,4,4/5/1930,7378,26418,33687
1930,4,4/6/1930,8241,26917,35049
1930,4,4/7/1930,8194,26898,34983
1930,4,4/8/1930,7656,27250,34794
1930,4,4/9/1930,7841,27096,34825
1930,4,4/10/1930,7533,26460,33881
1930,4,4/11/1930,6995,25031,31914
1930,4,4/12/1930,6669,23904,30461
1930,4,4/13/1930,6783,23638,30363
1930,4,4/14/1930,10976,27709,38880
1930,4,4/15/1930,10904,29050,40149
1930,4,4/16/1930,10295,29900,40390
1930,4,4/17/1930,10286,31113,41594
1930,4,4/18/1930,9572,30629,40339
1930,4,4/19/1930,7205,28572,35663
1930,4,4/20/1930,7262,28728,35876
1930,4,4/21/1930,7468,28633,35987
1930,4,4/22/1930,7692,28688,36266
1930,4,4/23/1930,7964,28711,36561
1930,4,4/24/1930,8110,28864,36857
1930,4,4/25/1930,7985,27510,35378
1930,4,4/26/1930,7770,26156,33817
1930,4,4/27/1930,7252,25184,32327
1930,4,4/28/1930,6780,23378,30046
1930,4,4/29/1930,6367,21990,28245
1930,4,4/30/1930,6177,21077,27150
1930,5,5/1/1930,5768,20324,25980
1930,5,5/2/1930,5566,19943,25397
1930,5,5/3/1930,6064,20486,26491
1930,5,5/4/1930,6490,20853,27289
1930,5,5/5/1930,6743,21116,27796
1930,5,5/6/1930,7102,20709,27748
1930,5,5/7/1930,6917,19891,26742
1930,5,5/8/1930,6169,19128,25176
1930,5,5/9/1930,5746,18209,23822
1930,5,5/10/1930,5338,17256,22461
1930,5,5/11/1930,5130,16456,21450
1930,5,5/12/1930,4947,16091,20899
1930,5,5/13/1930,4925,16091,20877
1930,5,5/14/1930,5212,16332,21402
1930,5,5/15/1930,5343,16158,21359
1930,5,5/16/1930,5130,15539,20524
1930,5,5/17/1930,4966,15780,20598
1930,5,5/18/1930,5258,16821,21931
1930,5,5/19/1930,5638,17676,23163
1930,5,5/20/1930,6355,18089,24290
1930,5,5/21/1930,7826,17903,25575
1930,5,5/22/1930,7763,16660,24266
1930,5,5/23/1930,7828,15437,23105
1930,5,5/24/1930,7346,14896,22079
1930,5,5/25/1930,6883,14537,21254
1930,5,5/26/1930,7089,14191,21114
1930,5,5/27/1930,6676,13917,20425
1930,5,5/28/1930,6667,13819,20315
1930,5,5/29/1930,6748,13116,19690
1930,5,5/30/1930,6640,12454,18917
1930,5,5/31/1930,6023,12181,18024
1930,6,6/1/1930,4995,11440,16252
1930,6,6/2/1930,4027,11050,14891
1930,6,6/3/1930,3418,10517,13745
1930,6,6/4/1930,3960,10185,13952
1930,6,6/5/1930,3704,10054,13562
1930,6,6/6/1930,4757,10311,14869
1930,6,6/7/1930,5083,10203,15084
1930,6,6/8/1930,5616,9784,15195
1930,6,6/9/1930,6009,9139,14940
1930,6,6/10/1930,5235,8845,13869
1930,6,6/11/1930,4693,8565,13044
1930,6,6/12/1930,4660,8050,12493
1930,6,6/13/1930,4219,7382,11381
1930,6,6/14/1930,4960,6639,11376
1930,6,6/15/1930,5525,6133,11432
1930,6,6/16/1930,5385,5653,10809
1930,6,6/17/1930,5743,5415,10926
1930,6,6/18/1930,5435,4931,10131
1930,6,6/19/1930,4653,4321,8736
1930,6,6/20/1930,3504,3737,7000
1930,6,6/21/1930,3098,3524,6379
1930,6,6/22/1930,2135,3438,5327
1930,6,6/23/1930,2052,3369,5175
1930,6,6/24/1930,1867,3287,4904
1930,6,6/25/1930,1611,3239,4597
1930,6,6/26/1930,1343,2944,4034
1930,6,6/27/1930,1155,2698,3597
1930,6,6/28/1930,1005,2509,3258
1930,6,6/29/1930,826,2309,2876
1930,6,6/30/1930,755,2100,2596
1930,7,7/1/1930,669,1927,2337
1930,7,7/2/1930,587,1795,2123
1930,7,7/3/1930,551,1730,2019
1930,7,7/4/1930,538,1654,1930
1930,7,7/5/1930,508,1458,1701
1930,7,7/6/1930,439,1383,1557
1930,7,7/7/1930,392,1278,1405
1930,7,7/8/1930,377,1168,1280
1930,7,7/9/1930,333,1068,1136
1930,7,7/10/1930,339,1015,1089
1930,7,7/11/1930,410,997,1142
1930,7,7/12/1930,432,994,1161
1930,7,7/13/1930,410,911,1056
1930,7,7/14/1930,225,880,840
1930,7,7/15/1930,239,860,834
1930,7,7/16/1930,326,851,912
1930,7,7/17/1930,242,660,637
1930,7,7/18/1930,188,540,463
1930,7,7/19/1930,140,533,408
1930,7,7/20/1930,174,538,450
1930,7,7/21/1930,-53,512,197
1930,7,7/22/1930,-161,382,-41
1930,7,7/23/1930,-126,365,-23
1930,7,7/24/1930,-100,460,98
1930,7,7/25/1930,-103,548,186
1930,7,7/26/1930,-99,471,113
1930,7,7/27/1930,-31,553,263
1930,7,7/28/1930,-257,554,41
1930,7,7/29/1930,-187,350,-93
1930,7,7/30/1930,-155,432,21
1930,7,7/31/1930,-186,444,5
1930,8,8/1/1930,-190,539,96
1930,8,8/2/1930,-277,469,-61
1930,8,8/3/1930,-171,581,161
1930,8,8/4/1930,-339,531,-57
1930,8,8/5/1930,-284,345,-185
1930,8,8/6/1930,-227,344,-129
1930,8,8/7/1930,-179,584,162
1930,8,8/8/1930,-204,455,8
1930,8,8/9/1930,-3,498,254
1930,8,8/10/1930,155,626,540
1930,8,8/11/1930,13,602,377
1930,8,8/12/1930,78,536,376
1930,8,8/13/1930,165,510,440
1930,8,8/14/1930,251,615,634
1930,8,8/15/1930,237,555,560
1930,8,8/16/1930,281,629,681
1930,8,8/17/1930,140,527,438
1930,8,8/18/1930,155,605,534
1930,8,8/19/1930,276,554,607
1930,8,8/20/1930,356,480,613
1930,8,8/21/1930,288,500,568
1930,8,8/22/1930,220,618,621
1930,8,8/23/1930,208,741,732
1930,8,8/24/1930,221,914,921
1930,8,8/25/1930,247,982,1018
1930,8,8/26/1930,921,1219,1977
1930,8,8/27/1930,1146,1326,2309
1930,8,8/28/1930,1158,1380,2378
1930,8,8/29/1930,1278,1466,2587
1930,8,8/30/1930,1406,1507,2759
1930,8,8/31/1930,985,1475,2264
1930,9,9/1/1930,954,1572,2333
1930,9,9/2/1930,797,1334,1938
1930,9,9/3/1930,1045,1251,2106
1930,9,9/4/1930,1151,1564,2529
1930,9,9/5/1930,1229,1782,2828
1930,9,9/6/1930,1272,1842,2934
1930,9,9/7/1930,1311,1780,2914
1930,9,9/8/1930,1116,1979,2921
1930,9,9/9/1930,1270,2040,3136
1930,9,9/10/1930,1437,2253,3519
1930,9,9/11/1930,1569,2606,4007
1930,9,9/12/1930,1763,3213,4810
1930,9,9/13/1930,1849,3601,5287
1930,9,9/14/1930,1915,3655,5410
1930,9,9/15/1930,1773,3628,5244
1930,9,9/16/1930,1933,3708,5484
1930,9,9/17/1930,2051,3712,5609
1930,9,9/18/1930,2016,3740,5605
1930,9,9/19/1930,1992,3812,5656
1930,9,9/20/1930,2215,3841,5908
1930,9,9/21/1930,2231,3862,5948
1930,9,9/22/1930,1865,3703,5426
1930,9,9/23/1930,1979,3405,5242
1930,9,9/24/1930,2550,3947,6395
1930,9,9/25/1930,2619,4236,6756
1930,9,9/26/1930,2627,4328,6856
1930,9,9/27/1930,2681,4419,7004
1930,9,9/28/1930,2694,4500,7098
1930,9,9/29/1930,2220,4288,6378
1930,9,9/30/1930,2547,4272,6710
1930,10,10/1/1930,3660,5078,8725
1930,10,10/2/1930,3999,5560,9549
1930,10,10/3/1930,4075,5793,9861
1930,10,10/4/1930,4058,5725,9776
1930,10,10/5/1930,3795,5473,9244
1930,10,10/6/1930,2625,4779,7284
1930,10,10/7/1930,2713,4455,7051
1930,10,10/8/1930,2752,4598,7233
1930,10,10/9/1930,2677,4466,7026
1930,10,10/10/1930,2753,4633,7272
1930,10,10/11/1930,2675,4453,7014
1930,10,10/12/1930,5063,5535,10736
1930,10,10/13/1930,5022,5313,10473
1930,10,10/14/1930,5024,5161,10326
1930,10,10/15/1930,5056,5604,10801
1930,10,10/16/1930,5044,5684,10869
1930,10,10/17/1930,2695,4540,7123
1930,10,10/18/1930,2716,4468,7075
1930,10,10/19/1930,2652,4466,7009
1930,10,10/20/1930,2430,4434,6755
1930,10,10/21/1930,2276,4273,6440
1930,10,10/22/1930,2447,4253,6591
1930,10,10/23/1930,2686,4405,6985
1930,10,10/24/1930,2635,4422,6951
1930,10,10/25/1930,2707,4541,7142
1930,10,10/26/1930,2691,4667,7252
1930,10,10/27/1930,2458,4526,6878
1930,10,10/28/1930,2605,4372,6871
1930,10,10/29/1930,2699,4512,7108
1930,10,10/30/1930,2872,4508,7277
1930,10,10/31/1930,2748,4489,7134
1930,11,11/1/1930,2688,4492,7077
1930,11,11/2/1930,2647,4511,7055
1930,11,11/3/1930,2414,4562,6873
1930,11,11/4/1930,2533,4462,6892
1930,11,11/5/1930,2550,4639,7086
1930,11,11/6/1930,2582,4791,7270
1930,11,11/7/1930,2632,4788,7317
1930,11,11/8/1930,2964,4802,7666
1930,11,11/9/1930,2726,4792,7418
1930,11,11/10/1930,2670,4942,7512
1930,11,11/11/1930,2683,4897,7480
1930,11,11/12/1930,2489,4804,7193
1930,11,11/13/1930,2955,5004,7896
1930,11,11/14/1930,3087,5208,8260
1930,11,11/15/1930,3230,5541,8733
1930,11,11/16/1930,4346,6250,10666
1930,11,11/17/1930,7241,11887,19427
1930,11,11/18/1930,6969,11398,18630
1930,11,11/19/1930,6444,9635,16314
1930,11,11/20/1930,6554,8852,15637
1930,11,11/21/1930,5589,7861,13573
1930,11,11/22/1930,3384,6438,9716
1930,11,11/23/1930,3304,6254,9452
1930,11,11/24/1930,3119,6214,9227
1930,11,11/25/1930,3089,5600,8580
1930,11,11/26/1930,3165,5883,8939
1930,11,11/27/1930,3231,5891,9010
1930,11,11/28/1930,3074,5523,8483
1930,11,11/29/1930,3116,5040,8042
1930,11,11/30/1930,3052,5467,8402
1930,12,12/1/1930,2855,5422,8157
1930,12,12/2/1930,2865,5116,7861
1930,12,12/3/1930,2891,5588,8359
1930,12,12/4/1930,2951,5551,8379
1930,12,12/5/1930,2966,5651,8491
1930,12,12/6/1930,2958,5661,8493
1930,12,12/7/1930,2948,5675,8493
1930,12,12/8/1930,2664,5336,7870
1930,12,12/9/1930,3050,5078,7998
1930,12,12/10/1930,3220,5341,8428
1930,12,12/11/1930,3047,5450,8364
1930,12,12/12/1930,3002,5582,8451
1930,12,12/13/1930,2878,5627,8385
1930,12,12/14/1930,2986,5746,8612
1930,12,12/15/1930,2981,5761,8622
1930,12,12/16/1930,3090,5587,8557
1930,12,12/17/1930,3462,5665,9007
1930,12,12/18/1930,3258,5616,8744
1930,12,12/19/1930,3131,5566,8567
1930,12,12/20/1930,3122,5564,8556
1930,12,12/21/1930,3209,5712,8795
1930,12,12/22/1930,3000,5539,8413
1930,12,12/23/1930,2934,5265,8076
1930,12,12/24/1930,3025,5517,8419
1930,12,12/25/1930,3074,5705,8659
1930,12,12/26/1930,2801,5510,8191
1930,12,12/27/1930,2542,5231,7656
1930,12,12/28/1930,2559,5515,7957
1930,12,12/29/1930,2503,5580,7969
1930,12,12/30/1930,2424,5301,7613
1930,12,12/31/1930,2591,5594,8084
1931,1,1/1/1931,4754,6847,11721
1931,1,1/2/1931,7951,9455,17826
1931,1,1/3/1931,8390,10870,19687
1931,1,1/4/1931,8421,12589,21440
1931,1,1/5/1931,9730,13113,23417
1931,1,1/6/1931,9990,12668,23246
1931,1,1/7/1931,7694,11915,19956
1931,1,1/8/1931,7748,12752,20851
1931,1,1/9/1931,7703,12673,20730
1931,1,1/10/1931,6284,12028,18520
1931,1,1/11/1931,4006,9972,13961
1931,1,1/12/1931,3388,8807,12129
1931,1,1/13/1931,3186,8176,11288
1931,1,1/14/1931,3198,7967,11098
1931,1,1/15/1931,3126,7639,10698
1931,1,1/16/1931,3111,7612,10659
1931,1,1/17/1931,3184,7820,10944
1931,1,1/18/1931,3249,8069,11261
1931,1,1/19/1931,3179,7992,11110
1931,1,1/20/1931,3174,7788,10901
1931,1,1/21/1931,3289,7640,10871
1931,1,1/22/1931,3490,7653,11101
1931,1,1/23/1931,5764,9286,15211
1931,1,1/24/1931,8055,16910,25223
1931,1,1/25/1931,9000,24112,33370
1931,1,1/26/1931,8859,23739,32856
1931,1,1/27/1931,8130,20444,28815
1931,1,1/28/1931,5748,16205,21993
1931,1,1/29/1931,4464,13422,17830
1931,1,1/30/1931,4175,12105,16224
1931,1,1/31/1931,4333,11390,15702
1931,2,2/1/1931,4471,10962,15436
1931,2,2/2/1931,4382,10252,14637
1931,2,2/3/1931,4283,9992,14278
1931,2,2/4/1931,4606,10121,14762
1931,2,2/5/1931,4282,9733,14022
1931,2,2/6/1931,4025,9443,13451
1931,2,2/7/1931,3879,8970,12832
1931,2,2/8/1931,3875,8764,12626
1931,2,2/9/1931,3527,8385,11867
1931,2,2/10/1931,3535,8350,11847
1931,2,2/11/1931,4403,8557,13015
1931,2,2/12/1931,4481,8640,13176
1931,2,2/13/1931,4488,8727,13266
1931,2,2/14/1931,5227,9189,14514
1931,2,2/15/1931,8525,12634,21486
1931,2,2/16/1931,7462,12849,20562
1931,2,2/17/1931,7159,12446,19856
1931,2,2/18/1931,7095,12080,19426
1931,2,2/19/1931,9042,14099,23493
1931,2,2/20/1931,7046,16350,23511
1931,2,2/21/1931,6942,19233,26271
1931,2,2/22/1931,6677,18418,25191
1931,2,2/23/1931,6195,16157,22448
1931,2,2/24/1931,4757,13491,18195
1931,2,2/25/1931,4563,12423,16933
1931,2,2/26/1931,4301,11506,15754
1931,2,2/27/1931,4186,11116,15249
1931,2,2/28/1931,4010,10579,14536
1931,3,3/1/1931,3845,10186,13975
1931,3,3/2/1931,3750,9807,13498
1931,3,3/3/1931,3581,9270,12792
1931,3,3/4/1931,3396,9090,12427
1931,3,3/5/1931,3195,8841,11974
1931,3,3/6/1931,3049,8581,11568
1931,3,3/7/1931,2960,8315,11213
1931,3,3/8/1931,2898,8095,10929
1931,3,3/9/1931,2828,7699,10463
1931,3,3/10/1931,2722,7363,10021
1931,3,3/11/1931,3114,8000,11082
1931,3,3/12/1931,6024,11873,18110
1931,3,3/13/1931,6333,14531,21074
1931,3,3/14/1931,6517,16971,23695
1931,3,3/15/1931,6516,17693,24416
1931,3,3/16/1931,5884,16157,22209
1931,3,3/17/1931,3350,13822,17093
1931,3,3/18/1931,4477,15053,19546
1931,3,3/19/1931,5841,21004,26879
1931,3,3/20/1931,5802,21805,27641
1931,3,3/21/1931,5728,22005,27764
1931,3,3/22/1931,5473,20861,26362
1931,3,3/23/1931,4217,18547,22696
1931,3,3/24/1931,3716,16994,20619
1931,3,3/25/1931,3908,15734,19595
1931,3,3/26/1931,3558,13881,17388
1931,3,3/27/1931,3303,12549,15801
1931,3,3/28/1931,3154,11611,14720
1931,3,3/29/1931,3016,10825,13796
1931,3,3/30/1931,2463,9735,12108
1931,3,3/31/1931,2304,8938,11150
1931,4,4/1/1931,2157,8664,10726
1931,4,4/2/1931,2085,8772,10754
1931,4,4/3/1931,2081,8893,10871
1931,4,4/4/1931,1994,8519,10407
1931,4,4/5/1931,1907,7973,9774
1931,4,4/6/1931,1828,7570,9292
1931,4,4/7/1931,1803,7588,9285
1931,4,4/8/1931,1739,7500,9130
1931,4,4/9/1931,1653,7105,8649
1931,4,4/10/1931,1569,6716,8176
1931,4,4/11/1931,1542,6560,7993
1931,4,4/12/1931,1478,6018,7387
1931,4,4/13/1931,1381,5787,7056
1931,4,4/14/1931,1316,5398,6602
1931,4,4/15/1931,1252,5032,6172
1931,4,4/16/1931,1196,4731,5815
1931,4,4/17/1931,1179,4691,5758
1931,4,4/18/1931,1168,4786,5842
1931,4,4/19/1931,1155,4849,5892
1931,4,4/20/1931,1152,4800,5840
1931,4,4/21/1931,1121,4621,5630
1931,4,4/22/1931,1118,4758,5764
1931,4,4/23/1931,1148,4672,5712
1931,4,4/24/1931,1207,4586,5690
1931,4,4/25/1931,1193,4441,5531
1931,4,4/26/1931,1255,4206,5370
1931,4,4/27/1931,1761,5406,7108
1931,4,4/28/1931,1820,5777,7536
1931,4,4/29/1931,1773,5965,7668
1931,4,4/30/1931,1733,5726,7389
1931,5,5/1/1931,1589,5433,6940
1931,5,5/2/1931,1256,5113,6255
1931,5,5/3/1931,1204,5205,6288
1931,5,5/4/1931,1195,5244,6315
1931,5,5/5/1931,1157,5105,6138
1931,5,5/6/1931,1081,4739,5696
1931,5,5/7/1931,969,4301,5143
1931,5,5/8/1931,919,4047,4839
1931,5,5/9/1931,819,3618,4307
1931,5,5/10/1931,771,3185,3826
1931,5,5/11/1931,691,2781,3339
1931,5,5/12/1931,586,2301,2751
1931,5,5/13/1931,586,2154,2604
1931,5,5/14/1931,930,2287,3114
1931,5,5/15/1931,998,2417,3312
1931,5,5/16/1931,918,2144,2957
1931,5,5/17/1931,868,2141,2901
1931,5,5/18/1931,917,2331,3140
1931,5,5/19/1931,613,2546,3011
1931,5,5/20/1931,496,2134,2479
1931,5,5/21/1931,388,1424,1661
1931,5,5/22/1931,257,957,1061
1931,5,5/23/1931,173,641,658
1931,5,5/24/1931,124,486,450
1931,5,5/25/1931,4201,2376,6845
1931,5,5/26/1931,4500,3957,8725
1931,5,5/27/1931,4554,4282,9100
1931,5,5/28/1931,4548,4442,9251
1931,5,5/29/1931,4446,4135,8839
1931,5,5/30/1931,273,1695,1794
1931,5,5/31/1931,169,1492,1484
1931,6,6/1/1931,46,1127,993
1931,6,6/2/1931,-36,814,595
1931,6,6/3/1931,-127,516,203
1931,6,6/4/1931,-227,275,-140
1931,6,6/5/1931,-286,74,-404
1931,6,6/6/1931,-307,-28,-530
1931,6,6/7/1931,-333,-18,-548
1931,6,6/8/1931,-379,-83,-663
1931,6,6/9/1931,-416,-237,-857
1931,6,6/10/1931,-480,-321,-1008
1931,6,6/11/1931,-546,-525,-1280
1931,6,6/12/1931,-568,-489,-1269
1931,6,6/13/1931,-599,-539,-1353
1931,6,6/14/1931,-613,-591,-1423
1931,6,6/15/1931,-594,-486,-1301
1931,6,6/16/1931,229,76,165
1931,6,6/17/1931,685,2997,3539
1931,6,6/18/1931,537,2202,2594
1931,6,6/19/1931,527,2615,2993
1931,6,6/20/1931,442,2230,2521
1931,6,6/21/1931,-449,1222,534
1931,6,6/22/1931,-533,872,97
1931,6,6/23/1931,-593,688,-147
1931,6,6/24/1931,-676,527,-394
1931,6,6/25/1931,-767,121,-894
1931,6,6/26/1931,-838,-158,-1243
1931,6,6/27/1931,-921,-410,-1582
1931,6,6/28/1931,-957,-607,-1815
1931,6,6/29/1931,-989,-617,-1860
1931,6,6/30/1931,-1041,-770,-2065
1931,7,7/1/1931,-1082,-972,-2308
1931,7,7/2/1931,-1090,-1069,-2413
1931,7,7/3/1931,-1120,-1053,-2429
1931,7,7/4/1931,-1154,-1138,-2548
1931,7,7/5/1931,-1192,-1193,-2645
1931,7,7/6/1931,-1198,-1248,-2705
1931,7,7/7/1931,-1219,-1315,-2793
1931,7,7/8/1931,-1244,-1380,-2883
1931,7,7/9/1931,-1278,-1475,-3012
1931,7,7/10/1931,-1302,-1464,-3026
1931,7,7/11/1931,-1302,-1588,-3149
1931,7,7/12/1931,-1293,-1601,-3153
1931,7,7/13/1931,-1298,-1601,-3159
1931,7,7/14/1931,-1316,-1604,-3180
1931,7,7/15/1931,-1328,-1616,-3203
1931,7,7/16/1931,-1339,-1639,-3237
1931,7,7/17/1931,-1325,-1649,-3233
1931,7,7/18/1931,-1335,-1678,-3273
1931,7,7/19/1931,-1330,-1725,-3315
1931,7,7/20/1931,-1306,-1732,-3294
1931,7,7/21/1931,-1319,-1729,-3304
1931,7,7/22/1931,-1306,-1691,-3253
1931,7,7/23/1931,-1315,-1717,-3288
1931,7,7/24/1931,-1250,-1726,-3233
1931,7,7/25/1931,-1017,-1671,-2942
1931,7,7/26/1931,-972,-1644,-2870
1931,7,7/27/1931,-956,-1620,-2830
1931,7,7/28/1931,-955,-1617,-2823
1931,7,7/29/1931,-963,-1633,-2846
1931,7,7/30/1931,-963,-1651,-2864
1931,7,7/31/1931,-956,-1687,-2891
